"","uniprot","Protein","n_peptides","condition","substrate","growthrate","R1","R2","R3","R4","mean_intensity","median_intensity","sd_intensity","IQR","MAD","CV","mean_mass_fraction","median_mass_fraction","sd_massfraction","rel_intensity","log2_fold_change","fold_change_mean","log2_fold_change_mean","anova","protein_name","protein","length","locus_tag","EC_number","gene_ontology_IDs","System","Process","Pathway","COG","COG_ID","COG_System","COG_Process","eggNOG_name","eggNOG_description","new_locus_tag","product_accession","seq_type","start","end","feature_interval_length","strand","Psortb_localization","Psortb_score","Process.abbr","Pathway.abbr","CI","mean_mass_fraction_norm","MolWeight","mass_g_per_gDCW","mol_fraction","conc_g_per_L_cell_vol","conc_mol_per_cell","conc_mol_per_L_cell_vol","conc_copies_per_cell","substrate_uptake_rate"
"191","Q0K638","RL15_CUPNH",12,"NLIM 0.05","ammonium",0.05,509329602,7553605877,8837572600,6820854218,5930340574.25,7187230047.5,3708879561.52161,2631624493.75,1008359191,0.625407514979133,0.000518767838915099,0.000667590546277271,0.00041751614457083,0.532086350753668,-0.910267699358527,0.698041609026273,-0.518615059388382,0.0563004654773326,"50S ribosomal protein L15","rplO H16_A3465",144,"H16_A3465",NA,"GO:0003735; GO:0006412; GO:0015934; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0200","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplO","binds to the 23S rRNA","H16_RS17285","WP_010812380.1","chromosome 1",3743792,3744226,435,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.995162917671003,0.000518767838915099,14.982,0.000352762130462268,0.001050905072801,1.56783169094341e-07,9.41829209617588e-20,1.0464758530982e-05,56718.2816637958,0.190689848569826
"192","Q0K638","RL15_CUPNH",12,"NLIM 0.1","ammonium",0.1,10310596540,10257645620,9097809362.5,8767001358,9608263220.125,9677727491.25,792307653.819802,1255775988.625,606393588.75,0.0824610687351147,0.000741934472468228,0.00080547808909323,6.64205840693457e-05,0.716463320413519,-0.481035247778949,0.939924898057181,-0.089382607808804,0.0563004654773326,"50S ribosomal protein L15","rplO H16_A3465",144,"H16_A3465",NA,"GO:0003735; GO:0006412; GO:0015934; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0200","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplO","binds to the 23S rRNA","H16_RS17285","WP_010812380.1","chromosome 1",3743792,3744226,435,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.131213961762906,0.000741934472468228,14.982,0.000504515441278395,0.00146336409975375,2.2422908501262e-07,1.34699089915471e-19,1.49665505795978e-05,81117.6893184769,0.773976444195177
"193","Q0K638","RL15_CUPNH",12,"NLIM 0.15","ammonium",0.15,13683606375,13985042402,9300774495,9675105871,11661132285.75,11679356123,2517045191.65732,4177442354.75,2154968265.5,0.215849124251267,0.000996417523500067,0.00103612484140248,0.000223646639631709,0.864648263318244,-0.209814727417652,1.13432803550313,0.181837912552493,0.0563004654773326,"50S ribosomal protein L15","rplO H16_A3465",144,"H16_A3465",NA,"GO:0003735; GO:0006412; GO:0015934; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0200","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplO","binds to the 23S rRNA","H16_RS17285","WP_010812380.1","chromosome 1",3743792,3744226,435,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.343464123986085,0.000996417523500067,14.982,0.000677563915980046,0.00203431524710393,3.01139518213354e-07,1.80900791878266e-19,2.0100067886386e-05,108941.005037646,1.35726303982053
"194","Q0K638","RL15_CUPNH",12,"NLIM 0.2","ammonium",0.2,17425372670,10405212571,8453657276,7510737016,10948744883.25,9429434923.5,4482837461.76041,3942325384.75,1447237777.5,0.409438479895399,0.000870767742361944,0.000809141228296552,0.000331293554534436,0.698081678888171,-0.518532246370985,0.91581010802597,-0.12687960640084,0.0563004654773326,"50S ribosomal protein L15","rplO H16_A3465",144,"H16_A3465",NA,"GO:0003735; GO:0006412; GO:0015934; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0200","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplO","binds to the 23S rRNA","H16_RS17285","WP_010812380.1","chromosome 1",3743792,3744226,435,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.651507988792045,0.000870767742361944,14.982,0.000592122064806122,0.00179079529932898,2.63165362136054e-07,1.58088923990421e-19,1.75654184334997e-05,95203.3768676149,1.94054963544588
"195","Q0K638","RL15_CUPNH",12,"NLIM 0.25","ammonium",0.25,2805630758,12780022306,15327441700,14235254584,11287087337,13507638445,5749785909.58023,4221876944,1273709697,0.509412724284675,0.000902794324141724,0.00114912682249088,0.000585379825193673,1,0,1.31189534938744,0.391652639970145,0.0563004654773326,"50S ribosomal protein L15","rplO H16_A3465",144,"H16_A3465",NA,"GO:0003735; GO:0006412; GO:0015934; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0200","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplO","binds to the 23S rRNA","H16_RS17285","WP_010812380.1","chromosome 1",3743792,3744226,435,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.810589321132137,0.000902794324141724,14.982,0.000613900140416372,0.00184264745022499,2.72844506851721e-07,1.63903388176845e-19,1.82114693637174e-05,98704.9291032218,2.52383623107123
"196","Q0K638","RL15_CUPNH",12,"SUC 0.05","succinate",0.05,4536494066,6161368401,3190682216,3498587834,4346783129.25,4017540950,1339740587.88462,1521101220.25,672905925,0.308214269736476,0.000467697155580104,0.000453743366155419,0.000139850180247363,0.33075733624489,-1.59615493884677,0.637051547060075,-0.650517981936134,0.00133716362664781,"50S ribosomal protein L15","rplO H16_A3465",144,"H16_A3465",NA,"GO:0003735; GO:0006412; GO:0015934; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0200","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplO","binds to the 23S rRNA","H16_RS17285","WP_010812380.1","chromosome 1",3743792,3744226,435,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.490437681979282,0.000467697155580104,14.982,0.000318034065794471,0.000924914332705524,1.41348473686431e-07,8.49109773847205e-20,9.43454360819368e-06,51134.5866371061,1.00177830468287
"197","Q0K638","RL15_CUPNH",12,"SUC 0.1","succinate",0.1,6047899688,8037178271.5,2900133712,3804357072,5197392185.875,4926128380,2309811777.8699,2966918101.875,1573882988,0.444417449225266,0.000562419849600369,0.000553503393685881,0.000245986566359407,0.405559799202335,-1.30201344147563,0.781124012064031,-0.356376484564997,0.00133716362664781,"50S ribosomal protein L15","rplO H16_A3465",144,"H16_A3465",NA,"GO:0003735; GO:0006412; GO:0015934; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0200","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplO","binds to the 23S rRNA","H16_RS17285","WP_010812380.1","chromosome 1",3743792,3744226,435,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.707167334645279,0.000562419849600369,14.982,0.000382445497728251,0.00114088733671119,1.69975776768112e-07,1.02107995655654e-19,1.13453215052953e-05,61490.8732770615,1.9273435515285
"198","Q0K638","RL15_CUPNH",12,"SUC 0.15","succinate",0.15,7121887742,5275114187,3703886000,4643563451,5186112845,4959338819,1442971697.07766,1328163487.5,785614093.5,0.278237620392092,0.000538200771983504,0.000532543085144221,0.000148173520766792,0.408293958349901,-1.29231987516443,0.786390109362553,-0.346682918253794,0.00133716362664781,"50S ribosomal protein L15","rplO H16_A3465",144,"H16_A3465",NA,"GO:0003735; GO:0006412; GO:0015934; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0200","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplO","binds to the 23S rRNA","H16_RS17285","WP_010812380.1","chromosome 1",3743792,3744226,435,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.442738143503873,0.000538200771983504,14.982,0.000365976524948783,0.00111020532599856,1.6265623331057e-07,9.77109931781558e-20,1.08567661630181e-05,58842.9364489353,2.85290879837412
"199","Q0K638","RL15_CUPNH",12,"SUC 0.2","succinate",0.2,6187866915,5971880117,4315752222,4993735286,5367308635,5482807701.5,872572920.453975,1201637296.5,597065814.5,0.162571780345174,0.00052431472598989,0.000550579892806648,8.95087533958318e-05,0.45139026410947,-1.1475527930445,0.869395277345827,-0.201915836133867,0.00133716362664781,"50S ribosomal protein L15","rplO H16_A3465",144,"H16_A3465",NA,"GO:0003735; GO:0006412; GO:0015934; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0200","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplO","binds to the 23S rRNA","H16_RS17285","WP_010812380.1","chromosome 1",3743792,3744226,435,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.258687980851447,0.00052431472598989,14.982,0.000356534013673125,0.00110491559509741,1.584595616325e-07,9.5189964937425e-20,1.05766521941622e-05,57324.7377311634,3.77847404521975
"200","Q0K638","RL15_CUPNH",12,"SUC 0.25","succinate",0.25,11027343084,15626403147.5,13265638566,8411675968.10156,12082765191.4004,12146490825,3084767484.18509,3482403406.34961,2299530031.75,0.25530310614499,0.00115618444978097,0.00120311476271512,0.000307158935970064,1,0,1.92603905416751,0.945636956910635,0.00133716362664781,"50S ribosomal protein L15","rplO H16_A3465",144,"H16_A3465",NA,"GO:0003735; GO:0006412; GO:0015934; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0200","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplO","binds to the 23S rRNA","H16_RS17285","WP_010812380.1","chromosome 1",3743792,3744226,435,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.406244213439289,0.00115618444978097,14.982,0.000786205425851058,0.00245926515637175,3.49424633711581e-07,2.09906668228823e-19,2.33229398135728e-05,126408.752352726,4.70403929206537
"201","Q0K626","RL16_CUPNH",8,"FA 0.05","formate",0.05,15408863656,2677256524,1959655468,2024951500,5517681787,2351104012,6602075698.464,3851530815,358800528,1.19653070860645,0.000326910214275103,0.0001438241809111,0.0001720900491003,0.398301355481254,-1.32806770546205,0.4203587739017,-1.25030690894603,0.135952199906935,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.90394736638154,0.000326910214275103,15.59,0.00022229894570707,0.000609015544789928,9.87995314253645e-08,5.70362913937319e-20,6.33735937304895e-06,34348.0580905059,14.4481859656746
"202","Q0K626","RL16_CUPNH",8,"FA 0.1","formate",0.1,6087746568,3644008772,10743313400,2876593808,5837915637,4865877670,3545325420.63188,3799483245,1605576380,0.607293020502392,0.000372028647701146,0.000327577024681788,0.00019893524076619,0.824330043109537,-0.278706019342308,0.869980384056638,-0.200945222826289,0.135952199906935,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.96633871466121,0.000372028647701146,15.59,0.00025297948043678,0.000723864033338177,1.12435324638569e-07,6.49081412281666e-20,7.21200848000282e-06,39088.5969436793,26.5935259613296
"203","Q0K626","RL16_CUPNH",8,"FA 0.15","formate",0.15,7058174768,5006333596,5715833168,4457204232,5559386441,5361083382,1124205660.12024,1182367313,629314468,0.202217577794075,0.000346465358623676,0.000338476560359166,6.84459101759006e-05,0.908223016506266,-0.138881496378046,0.95851924276428,-0.061120699862027,0.135952199906935,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.321773291657088,0.000346465358623676,15.59,0.0002355964438641,0.000691746575408855,1.04709530606267e-07,6.04480933583322e-20,6.71644810113765e-06,36402.6932922307,38.7388659569846
"204","Q0K626","RL16_CUPNH",8,"FA 0.2","formate",0.2,17257010088,5314511472,6149199704,12819905552,10385156704,9484552628,5680526550.08562,7988654040,3752697040,0.546985155062483,0.000661704624023078,0.000638621771553706,0.000349316628739581,1.60678138805613,0.684173655321857,1.69576288133705,0.761934451837875,0.135952199906935,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.870375442886817,0.000661704624023078,15.59,0.000449959144335693,0.00133661422566344,1.99981841926975e-07,1.15448144794277e-19,1.28275588162369e-05,69524.4989976809,50.8842059526396
"205","Q0K626","RL16_CUPNH",8,"FA 0.25","formate",0.25,22301028436,5036177804,5917879660,5887774424,9785715081,5902827042,8353547448.61706,4338791585,440850928,0.853647115154247,0.000594011426698296,0.000368748564968977,0.000314781148703035,1,0,1.05537871794033,0.0777607965160187,0.135952199906935,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.35834305381937,0.000594011426698296,15.59,0.000403927770154841,0.00119925985170277,1.79523453402152e-07,1.03637657512467e-19,1.15152837638677e-05,62412.0571940515,63.0295459482946
"206","Q0K626","RL16_CUPNH",8,"FRC 0.05","fructose",0.05,15017008152,11490126592,3229150388,9418190612,9788618936,10454158602,4946211576.30883,4500916426,2799408770,0.505302291227003,0.00078130142953022,0.000855949507044024,0.000432513247083969,1.67749344508761,0.746307129013793,1.45974705609169,0.545718401614242,0.755297881084344,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.804048704883384,0.00078130142953022,15.59,0.00053128497208055,0.00145674104165078,2.36126654258022e-07,1.36314296877627e-19,1.514601784037e-05,82090.3897028926,0.54063055062167
"207","Q0K626","RL16_CUPNH",8,"FRC 0.1","fructose",0.1,11463660568,NA,3868825580,3602121092,6311535746.66667,3868825580,4463863287.77317,3930769738,266704488,0.707254694727933,0.000585667711662286,0.000361372366574338,0.000255582302804644,0.620798841658638,-0.687802229267763,0.540216287694046,-0.888390956667313,0.755297881084344,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",NA,0.000585667711662286,15.59,0.000398254043930354,0.00114025792531177,1.7700179730238e-07,1.02181922753138e-19,1.13535356190239e-05,61535.3932165034,1.15896980461812
"208","Q0K626","RL16_CUPNH",8,"FRC 0.15","fructose",0.15,5058803496,12199284892,5433241176,5217154528,6977121023,5325197852,3484823508.42334,1947185335,187218840,0.499464391822308,0.000638697395634249,0.000504885938028899,0.00025217254797724,0.854491005026044,-0.2268627897298,0.743574130018999,-0.427451517129351,0.755297881084344,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.79475930418784,0.000638697395634249,15.59,0.000434314229031289,0.00125955285922971,1.93028546236129e-07,1.1143405491502e-19,1.23815492756628e-05,67107.1575299224,1.77730905861456
"209","Q0K626","RL16_CUPNH",8,"FRC 0.2","fructose",0.2,1031672116,8327227700,20795893288,11528618540,10420852911,9927923120,8193668084.53344,7342098423,5248473212,0.786276147884633,0.000882922343783896,0.000884646213966466,0.000695576217358277,1.5930527353916,0.671794025701053,1.38626714011705,0.471205298301502,0.755297881084344,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.25114081088408,0.000882922343783896,15.59,0.000600387193773049,0.0017739325233666,2.66838752788022e-07,1.54044180570378e-19,1.71160029473553e-05,92767.5754058093,2.39564831261101
"210","Q0K626","RL16_CUPNH",8,"FRC 0.25","fructose",0.25,2006558824,345906650,13516338208,10457464368,6581567012.5,6232011596,6401244460.40518,9630787047.5,5055778859,0.972601881626011,0.000572792111097469,0.000574232762548831,0.000558499865346295,1,0,0.870195386078214,-0.200588727399551,0.755297881084344,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.54762663234634,0.000572792111097469,15.59,0.000389498635546279,0.00115585616614935,1.73110504687235e-07,9.99355062338112e-20,1.1103934033145e-05,60182.5695455419,3.01398756660746
"211","Q0K626","RL16_CUPNH",8,"NLIM 0.05","ammonium",0.05,1969445368,13676181168,5635805264,3679274188,6240176497,4657539726,5178699806.80038,4394082257,1833179948,0.829896367400837,0.000545871326489017,0.000432618612377654,0.000359028614882206,0.387311351438816,-1.36843430995669,0.607027994121995,-0.720165044551867,0.184135179515552,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.32055031410158,0.000545871326489017,15.59,0.000371192502012531,0.00106268464198695,1.64974445338903e-07,9.52386150128368e-20,1.05820577526913e-05,57354.0354918614,0.190689848569826
"212","Q0K626","RL16_CUPNH",8,"NLIM 0.1","ammonium",0.1,307444230,4030127694,4053555844,12295938632,5171766600,4041841769,5065214505.07743,3014694713,1873055807,0.979397350429045,0.00039935541275168,0.000336402837076663,0.000329472047309698,0.336111185292602,-1.57298954064473,0.526782646189407,-0.924720275239905,0.184135179515552,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.55843973963878,0.00039935541275168,15.59,0.000271561680671142,0.00075695506432468,1.20694080298285e-07,6.96758641875926e-20,7.7417549457476e-06,41959.7868679912,0.773976444195177
"213","Q0K626","RL16_CUPNH",8,"NLIM 0.15","ammonium",0.15,17553677748,4090444220,2421054752,12652811312,9179497008,8371627766,7159278718.9608,10204931068,5115878280,0.779920589627235,0.00078436737115699,0.00074268233625017,0.000579233245593965,0.696167215856866,-0.522494219111283,1.09109373387897,0.125775046293538,0.184135179515552,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.24102769943694,0.00078436737115699,15.59,0.000533369812386753,0.00153893435254085,2.37053249949668e-07,1.36849214210841e-19,1.52054530401808e-05,82412.5244557999,1.35726303982053
"214","Q0K626","RL16_CUPNH",8,"NLIM 0.2","ammonium",0.2,21926918224,17787405072,507694284,746887696,10242226319,9267146384,11230676988.1335,18135194017,8639855394,1.09650740360031,0.000814577413544441,0.000795215224325495,0.000871959380928588,0.770636688278109,-0.375877223791368,1.20780875991489,0.272392041613453,0.184135179515552,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.74478796765202,0.000814577413544441,15.59,0.00055391264121022,0.00160990279713555,2.46183396093431e-07,1.42119984916028e-19,1.57910936440048e-05,85586.6568185397,1.94054963544588
"215","Q0K626","RL16_CUPNH",8,"NLIM 0.25","ammonium",0.25,497586000,15539098192,8511525208,22345749056,11723489614,12025311700,9376013576.67345,10732720502,6917111924,0.79976303006886,0.000937699830492031,0.00102302177242526,0.000818174992541238,1,0,1.56728686589473,0.648269265404822,0.184135179515552,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.27260145007257,0.000937699830492031,15.59,0.000637635884734581,0.0018392507659486,2.83393726548703e-07,1.63601253299444e-19,1.81778988553545e-05,98522.9792241789,2.52383623107123
"216","Q0K626","RL16_CUPNH",8,"SUC 0.05","succinate",0.05,3731560744,1957304104,5442094410,2051469542,3295607200,2891515143,1646855237.92436,2131265978,887128320,0.499712234493345,0.000354594666335529,0.000326569369323837,0.000163190709261897,0.299220587672171,-1.74071865258054,0.658185016161251,-0.603434911566874,0.0379715185765927,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.795153677184205,0.000354594666335529,15.59,0.00024112437310816,0.000673895656468076,1.07166388048071e-07,6.18664202971545e-20,6.87403982563714e-06,37256.8297533428,1.00177830468287
"217","Q0K626","RL16_CUPNH",8,"SUC 0.1","succinate",0.1,4046576300,3040371620,2085923868,7285762672,4114658615,3543473960,2260559913.18146,2054613211,980326216,0.549391851110219,0.000445255158095322,0.000398147330114354,0.000218738898706116,0.366686774329729,-1.44737986307015,0.806588017107809,-0.310096122056484,0.0379715185765927,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",0.874205033359346,0.000445255158095322,15.59,0.000302773507504819,0.000867990069654366,1.34566003335475e-07,7.76840301487668e-20,8.63155027385963e-06,46782.4172128361,1.9273435515285
"218","Q0K626","RL16_CUPNH",8,"SUC 0.15","succinate",0.15,3776685368,2310201836,2460871164,8292802299,4210140166.75,3118778266,2800340506.27792,2482510768.75,733241766,0.665141870665942,0.000436916965678483,0.000334900247850234,0.000222756177341592,0.322738294430476,-1.63156332429169,0.709916089625186,-0.494279583278028,0.0379715185765927,"50S ribosomal protein L16","rplP H16_A3477",138,"H16_A3477",NA,"GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843","Genetic Information Processing","Genetic information processing","Ribosome","COG0197","J","Information storage and processing","Translation, ribosomal structure and biogenesis","rplP","Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs","H16_RS17345","WP_010812391.1","chromosome 1",3748647,3749063,417,"-","Cytoplasmic",9.97,"Genetic information ","Ribosome",1.05838914439516,0.000436916965678483,15.59,0.000297103536661369,0.00086612699864271,1.32046016293942e-07,7.62292589253031e-20,8.46990918844935e-06,45906.3334901587,2.85290879837412
