locus_tag	EC
AAFOLC_05695	EC=2.1.1.13
AAFOLC_05850	EC=3.5.1.126
AAFOLC_05965	EC=1.8.5.4
AAFOLC_07010	EC=4.2.1.162
AAFOLC_08080	EC=4.2.1.163
AAFOLC_09035	EC=3.6.4.9
AAFOLC_09890	EC=2.6.1.113
AAFOLC_10165	EC=1.19.1.1
AAFOLC_10800	EC=1.8.5.7
AAFOLC_11235	EC=1.7.1.15
AAFOLC_13265	EC=1.2.99.8
AAFOLC_14160	EC=3.6.4.9
AAFOLC_16305	EC=1.2.1.31
AAFOLC_16835	EC=1.5.99.14
AAFOLC_17125	EC=2.1.1.227
AAFOLC_17940	EC=1.1.1.178
AAFOLC_18065	EC=1.5.99.14
AAFOLC_18640	EC=4.2.1.163
AAFOLC_19340	EC=1.2.1.97
AAFOLC_21165	EC=1.4.7.1
AAFOLC_21805	EC=4.1.1.47
AAFOLC_22360	EC=2.8.3.18
AAFOLC_22470	EC=1.1.1.411
