start,EC
3418112,EC=2.1.2.1
3422690,EC=2.8.4.4
3424092,"EC=2.6.1.11,2.6.1.17"
3425225,EC=2.7.7.6
3426426,EC=3.2.2.27
3427073,EC=1.11.1.15
3428736,EC=4.3.3.7
3432724,EC=1.6.5.3
3445841,EC=3.6.1.7
3447583,EC=3.1.4.46
3450711,EC=5.2.1.8
3451281,EC=5.2.1.8
3451913,EC=2.7.7.3
3454901,EC=5.1.1.3
3464872,EC=5.1.1.20
3467109,EC=4.3.1.19
3470400,EC=5.3.3.10
3473233,EC=2.1.1.193
3476310,EC=2.5.1.15
3479816,EC=4.2.1.96
3480325,"EC=1.5.1.5,3.5.4.9"
3486744,EC=2.3.1.181
3487599,EC=3.1.11.2
3495614,"EC=6.3.5.6,6.3.5.7"
3497452,EC=1.14.14.9
3503065,EC=1.6.5.5
3508629,"EC=1.2.1.88,1.5.5.2"
3512395,EC=4.3.1.12
3513672,EC=1.2.1.3
3518098,EC=1.3.8.6
3519665,"EC=2.7.1.167,2.7.7.70"
3521234,EC=5.1.3.20
3522409,EC=1.1.1.22
3532140,EC=1.1.1.271
3533236,EC=5.1.3.26
3543590,EC=2.5.1.55
3544471,EC=2.7.7.38
3545233,EC=5.3.1.13
3550738,EC=2.7.8.6
3552515,EC=5.1.3.6
3559138,EC=3.6.3.27
3560058,EC=5.3.1.8
3561251,"EC=2.7.7.13,5.3.1.8"
3565710,EC=2.4.2.52
3566554,EC=5.3.1.16
3568580,"EC=1.13.11.81,4.1.2.25,5.1.99.8"
3569766,EC=3.1.3.11
3571304,EC=6.2.1.1
3585368,EC=3.4.21.53
3590040,EC=3.4.21.92
3596561,EC=6.3.1.2
3601962,"EC=2.6.1.85,4.1.3.27"
3603374,"EC=2.6.1.42,4.1.3.38"
3604159,EC=2.3.1.128
3610747,EC=1.1.1.42
3616165,EC=6.1.1.7
3622019,EC=1.1.1.100
3622844,EC=1.2.1.3
3624703,EC=6.4.1.4
3630490,"EC=4.1.3.24,4.1.3.25"
3634667,"EC=2.1.3.15,6.4.1.3"
3636715,EC=1.2.1.3
3650146,EC=4.1.1.98
3652862,EC=4.1.1.98
3657909,EC=2.5.1.129
3659739,EC=1.1.1.31
3662940,EC=4.1.1.44
3670349,"EC=4.1.3.25,4.1.3.34"
3676430,EC=2.7.4.1
3681830,EC=6.3.2.2
3684619,EC=6.2.1.3
3688756,EC=2.3.1.16
3689908,"EC=1.1.1.35,4.2.1.17,5.1.2.3"
3692426,EC=1.3.8.1
3695563,"EC=2.8.1.7,4.4.1.16"
3700959,EC=2.8.1.7
3703452,"EC=2.1.1.190,2.1.1.35"
3704672,"EC=2.1.1.226,2.1.1.227"
3716114,EC=4.2.1.1
3720476,"EC=1.3.1.10,1.3.1.9"
3721926,EC=5.4.2.12
3726466,EC=4.2.3.5
3728421,"EC=3.5.4.25,4.1.99.12"
3730871,EC=5.3.3.2
3732207,"EC=2.5.1.1,2.5.1.10,2.5.1.29"
3735478,EC=1.14.15.24
3735982,EC=2.4.1.276
3737229,"EC=2.5.1.32,2.5.1.99"
3738149,"EC=1.3.99.26,1.3.99.28,1.3.99.29,1.3.99.31,5.2.1.13"
3739666,EC=5.5.1.19
3744850,EC=1.11.1.15
3747223,EC=3.6.3.34
3754425,EC=3.4.17.19
3760417,"EC=2.4.1.129,3.4.16.4"
3763180,EC=3.5.1.28
3765387,EC=3.1.26.12
3775857,EC=1.17.4.1
3781439,"EC=3.5.1.84,6.3.5.6,6.3.5.7"
3783128,EC=
3788871,EC=2.7.8.8
3789722,EC=4.1.1.65
3790710,EC=1.2.1.8
3816343,EC=1.2.4.1
3818351,EC=4.2.1.17
3819170,EC=2.3.1.12
3820425,EC=1.3.8.7
3832823,EC=3.5.1.5
3834578,EC=3.5.1.5
3835005,EC=3.5.1.5
3844678,EC=5.1.1.1
3847763,"EC=1.1.1.399,1.1.1.95"
3854207,EC=4.1.1.45
3855218,EC=1.2.5.3
3857539,EC=1.2.5.3
3858030,EC=1.2.5.3
3860210,"EC=4.1.1.41,4.2.1.17"
3862526,EC=1.1.1.100
3863425,"EC=3.5.1.4,6.3.5.6,6.3.5.7"
3865421,"EC=1.3.1.10,1.3.1.9"
3866319,EC=3.1.6.1
3874897,"EC=1.12.1.2,1.6.5.3"
3876789,EC=1.12.1.2
3877514,EC=1.12.1.2
3878053,EC=1.12.1.2
3887035,EC=6.2.1.32
3889968,EC=1.1.1.69
3890771,EC=1.3.8.7
3895694,EC=
3899976,EC=4.2.1.17
3911152,EC=1.2.5.3
3913551,EC=1.2.5.3
3914055,EC=1.2.5.3
3920510,EC=1.11.1.5
3929714,EC=3.5.2.17
3930071,"EC=1.7.3.3,3.5.1.41"
3931522,EC=3.5.3.9
3936500,EC=3.6.3.25
3950166,EC=1.11.1.15
3951873,EC=1.8.1.8
3956780,EC=1.10.3.14
3958364,EC=1.10.3.14
3959647,EC=1.10.3.14
3960362,EC=1.8.2.2
3962855,EC=2.2.1.6
3968053,EC=6.1.1.1
3969381,EC=2.7.1.170
3975283,EC=3.2.2.10
3976373,EC=2.3.3.13
3978486,EC=6.1.1.16
3980902,EC=4.2.1.1
3985068,EC=6.1.1.17
3989901,"EC=2.1.3.15,6.4.1.3"
3991658,EC=6.4.1.3
3993880,EC=2.1.1.79
3995300,EC=5.4.99.2
3997321,EC=5.4.99.2
4004040,EC=2.2.1.7
4010688,EC=3.1.11.6
4012264,EC=2.4.2.17
4020292,EC=3.4.11.2
4023386,EC=4.3.1.7
4029444,EC=2.7.13.3
4031996,"EC=2.7.7.42,2.7.7.89"
4037712,EC=3.4.21.107
4046259,"EC=2.4.1.129,3.4.16.4"
4049575,EC=1.15.1.1
4058834,EC=3.5.99.10
4065917,"EC=4.1.2.20,4.1.2.52"
4069579,EC=1.1.1.1
4073967,EC=4.2.1.17
4077508,EC=2.7.13.3
4078296,EC=2.7.13.3
4079687,EC=1.8.1.2
4081920,"EC=1.8.1.2,2.7.1.180"
4082479,"EC=1.8.1.2,2.7.1.180"
4090494,EC=3.1.3.25
4093488,EC=6.3.5.4
4111650,EC=3.5.1.2
4142969,"EC=4.2.1.149,4.2.1.17"
4150138,EC=2.7.13.3
4152881,EC=3.6.3.12
4153485,EC=3.6.3.12
4155536,EC=3.6.3.12
4163100,EC=1.1.1.100
4168630,EC=2.5.1.47
4178021,EC=1.1.1.100
4178817,EC=1.4.5.1
4191661,EC=2.5.1.19
4193101,EC=2.7.4.25
4195599,EC=6.6.1.2
4198922,EC=1.14.13.83
4200543,"EC=5.4.99.60,5.4.99.61"
4201172,"EC=2.1.1.130,2.1.1.151"
4201894,"EC=2.1.1.131,3.7.1.12"
4202622,"EC=1.3.1.106,1.3.1.54"
4203445,EC=2.1.1.132
4204674,EC=3.7.1.12
4205057,"EC=2.1.1.133,2.1.1.271"
4205824,EC=2.1.1.195
4207056,"EC=6.3.5.11,6.3.5.9"
4209849,"EC=1.2.1.16,1.2.1.20,1.2.1.79"
4224113,EC=1.2.1.11
4226526,EC=1.13.12.16
4227909,EC=2.3.1.9
4229186,EC=6.3.4.3
4231395,"EC=6.3.1.5,6.3.5.1"
4234394,EC=3.6.1.66
4235026,EC=2.7.7.56
4247678,EC=3.1.3.3
4251190,EC=1.1.2.4
4253402,EC=2.1.1.228
4260085,EC=1.14.12.17
4260666,"EC=1.14.13.83,1.7.7.1"
4262444,EC=1.8.1.2
4264409,EC=3.6.1.1
4266281,EC=1.8.4.11
4267377,EC=1.8.2.2
4269521,EC=3.7.1.20
4288071,EC=3.5.1.54
4291448,EC=3.5.1.16
4305217,EC=2.2.1.6
4307833,"EC=1.2.1.16,1.2.1.20,1.2.1.79"
4308231,"EC=1.2.1.16,1.2.1.20,1.2.1.79"
4308704,EC=1.1.1.1
4309969,EC=1.2.5.3
4310841,EC=1.2.5.3
4311320,EC=1.2.5.3
4316138,EC=3.1.1.81
4327918,EC=4.2.1.84
4328565,EC=4.2.1.84
4329582,"EC=3.5.1.4,6.3.5.6,6.3.5.7"
4345939,"EC=1.1.1.1,1.1.1.284"
4357930,EC=2.4.1.129
4367956,EC=2.3.3.13
4378564,EC=1.1.2.8
4385911,EC=2.7.13.3
4389814,"EC=2.6.1.44,2.6.1.45,2.6.1.51"
4403452,"EC=2.3.1.1,2.3.1.35"
4404690,EC=3.6.1.55
4407015,EC=1.1.1.85
4408927,EC=1.1.1.36
4409865,EC=2.3.1.9
4413641,EC=5.2.1.8
4421261,EC=2.7.1.165
4425480,EC=3.4.11.18
4439499,EC=2.7.9.1
4443608,EC=6.2.1.5
4444492,EC=6.2.1.5
4446133,EC=2.8.3.16
4448079,EC=2.8.3.16
4449546,EC=4.1.1.8
4457109,EC=1.1.1.169
4487840,EC=2.7.11.1
4494966,EC=2.1.1.72
4496702,EC=3.1.21.3
4501431,EC=3.1.21.3
4505729,EC=2.4.1.321
4540693,EC=2.5.1.47
4541826,"EC=2.3.2.2,3.4.19.13"
4544052,EC=1.3.8.7
4549565,EC=5.1.99.4
4556701,EC=1.13.12.16
4562831,"EC=1.3.8.7,1.3.8.8"
4566527,EC=2.3.1.9
4567860,EC=6.2.1.3
4576349,EC=1.2.1.3
4579428,EC=1.1.1.1
4580838,EC=1.20.4.1
4583516,EC=2.7.7.6
4587829,EC=2.7.7.6
4600253,EC=2.1.1.185
4617123,EC=6.2.1.3
4622648,"EC=1.4.1.13,1.4.1.14"
4627538,"EC=1.4.1.13,1.4.1.14"
4633813,EC=3.5.4.13
4635199,EC=2.5.1.48
4638680,EC=1.1.1.69
4640878,EC=3.6.3.4
4647630,EC=1.9.3.1
4660060,EC=1.4.1.2
4664987,EC=2.5.1.47
4666467,EC=3.6.1.23
4666940,"EC=4.1.1.36,6.3.2.5"
4669819,"EC=2.1.1.163,2.1.1.201"
4682079,EC=3.1.13.5
4683530,EC=4.2.1.9
4691674,EC=1.8.4.12
4692188,EC=3.4.21.83
4699784,EC=5.2.1.8
4700689,EC=1.1.1.262
4701720,EC=2.1.1.182
4702592,"EC=1.8.2.3,1.8.5.4"
4716028,EC=2.1.1.79
4720134,EC=6.1.1.4
4723418,EC=2.7.7.7
4732267,EC=6.3.5.5
4762673,EC=6.3.4.21
4764506,EC=4.1.1.47
4766475,"EC=5.3.1.22,5.3.1.35"
4767282,EC=1.1.1.60
4768508,EC=2.7.1.40
4770492,EC=4.6.1.1
4771935,EC=3.2.2.27
4773090,EC=1.5.5.1
4780330,"EC=2.7.8.41,2.7.8.5"
4781227,EC=2.8.1.12
4782533,EC=2.7.4.1
4790358,EC=1.11.1.21
4797098,EC=4.2.1.17
4815447,EC=2.7.1.191
4816451,EC=2.7.13.3
4820152,EC=4.1.1.49
4822185,EC=2.7.1.148
4827758,EC=2.5.1.18
4828561,EC=1.4.3.19
4830027,EC=2.8.1.10
4830840,EC=2.5.1.3
4831847,EC=1.3.8.7
4833010,EC=2.8.3.16
4834161,EC=4.2.1.153
4835006,EC=4.1.3.34
4840078,EC=2.7.7.72
4841026,EC=2.7.13.3
4844005,EC=2.6.1.42
4846434,"EC=2.7.1.20,2.7.1.4"
4847793,EC=5.4.2.10
4852108,EC=1.5.1.2
4854292,"EC=3.5.5.1,3.5.5.7"
4861596,EC=4.99.1.5
4865979,EC=2.1.1.79
4869246,EC=2.7.6.1
4870240,"EC=2.4.1.15,2.4.1.347"
4871718,EC=3.1.3.12
4876749,"EC=2.8.3.18,3.1.2.1"
4879750,EC=2.1.1.198
4881686,EC=6.3.2.3
4888466,EC=2.3.2.30
4893715,EC=3.5.1.108
4899260,"EC=1.3.1.98,6.3.2.4"
4900374,EC=1.3.1.98
4902346,EC=2.7.1.217
4903705,EC=1.1.1.411
4904863,"EC=6.3.2.12,6.3.2.17"
4906245,"EC=2.1.3.15,6.4.1.2"
4907280,EC=4.2.1.20
4908569,EC=4.2.1.20
4909807,EC=5.3.1.24
4910583,"EC=1.6.5.3,1.6.99.3"
