locus_tag	EC
AAFOLC_07375	EC=3.6.3.14
AAFOLC_07385	EC=3.6.1.3
AAFOLC_07390	EC=3.5.3.12;EC=6.3.3.2
AAFOLC_07395	EC=3.1.2.6
AAFOLC_07405	EC=2.8.1.1
AAFOLC_07420	EC=6.2.1.17
AAFOLC_07425	EC=6.2.1.3
AAFOLC_07435	EC=3.1.3.18;EC=3.6.1.1
AAFOLC_07470	EC=3.5.4.16
AAFOLC_07475	EC=3.5.4.19
AAFOLC_07500	EC=3.6.3.25
AAFOLC_07505	EC=3.6.3.24
AAFOLC_07510	EC=3.5.1.24
AAFOLC_07515	EC=3.1.3.18
AAFOLC_07520	EC=6.2.1.1
AAFOLC_07525	EC=3.6.3.14
AAFOLC_07550	EC=1.1.1.94
AAFOLC_07555	EC=2.3.1.234
AAFOLC_07560	EC=2.5.1.61
AAFOLC_07565	EC=4.2.1.75
AAFOLC_07585	EC=2.5.1.7
AAFOLC_07590	EC=3.1.4.52
AAFOLC_07605	EC=1.1.1.23
AAFOLC_07615	EC=3.1.3.48
AAFOLC_07620	EC=1.13.12.16
AAFOLC_07640	EC=1.6.5.2
AAFOLC_07645	EC=4.1.2.50
AAFOLC_07650	EC=4.3.99.3
AAFOLC_07660	EC=1.13.11.2
AAFOLC_07665	EC=1.11.1.15
AAFOLC_07685	EC=1.5.1.36;EC=1.5.1.42
AAFOLC_07690	EC=2.1.2.10
AAFOLC_07725	EC=3.2.1.4
AAFOLC_07735	EC=2.8.3.16;EC=2.8.3.19
AAFOLC_07745	EC=4.2.1.17
AAFOLC_07750	EC=1.13.12.16
AAFOLC_07760	EC=3.6.3.25
AAFOLC_07765	EC=3.6.3.17
AAFOLC_07780	EC=1.1.1.35
AAFOLC_07785	EC=6.2.1.3
AAFOLC_07790	EC=2.3.1.16
AAFOLC_07840	EC=2.2.1.2
AAFOLC_07845	EC=3.6.1.11
AAFOLC_07850	EC=2.1.1.166
AAFOLC_07855	EC=2.7.1.69
AAFOLC_07870	EC=2.1.1.223
AAFOLC_07880	EC=2.5.1.90
AAFOLC_07890	EC=1.8.2.1
AAFOLC_07905	EC=3.1.3.3
AAFOLC_07920	EC=2.3.1.189
AAFOLC_07930	EC=1.13.11.24
AAFOLC_07940	EC=5.4.99.16
AAFOLC_07945	EC=3.2.1.10;EC=3.2.1.20
AAFOLC_07955	EC=2.1.3.1;EC=6.4.1.3
AAFOLC_07965	EC=1.5.1.36;EC=1.5.1.42
AAFOLC_07980	EC=2.8.1.1
AAFOLC_07985	EC=2.6.1.39
AAFOLC_07990	EC=6.2.1.3
AAFOLC_07995	EC=1.1.1.100
AAFOLC_08005	EC=4.2.1.17
AAFOLC_08010	EC=6.3.4.14
AAFOLC_08020	EC=1.6.5.11
AAFOLC_08030	EC=4.2.1.17
AAFOLC_08035	EC=2.3.1.9
AAFOLC_08045	EC=1.12.98.3;EC=1.6.5.11
AAFOLC_08070	EC=3.1.1.57;EC=3.1.1.92
AAFOLC_08080	EC=4.2.1.163
AAFOLC_08085	EC=4.1.2.52
AAFOLC_08090	EC=4.1.1.55
AAFOLC_08100	EC=6.2.1.3
AAFOLC_08105	EC=1.1.1.100
AAFOLC_08110	EC=1.1.5.3
AAFOLC_08115	EC=2.7.1.30
AAFOLC_08125	EC=3.6.1.27
AAFOLC_08135	EC=2.7.1.69
AAFOLC_08145	EC=2.7.13.3
AAFOLC_08150	EC=6.2.1.3
AAFOLC_08155	EC=3.5.1.87
AAFOLC_08160	EC=3.6.3.21;EC=3.6.3.28
AAFOLC_08170	EC=1.6.5.11
AAFOLC_08185	EC=2.4.1.288;EC=2.4.1.289
AAFOLC_08190	EC=2.1.1.222
AAFOLC_08205	EC=4.1.1.35
AAFOLC_08220	EC=5.4.99.9
AAFOLC_08245	EC=2.7.13.3
AAFOLC_08280	EC=6.3.4.13
AAFOLC_08285	EC=3.1.11.6
AAFOLC_08295	EC=2.7.1.130
AAFOLC_08300	EC=2.4.99.12
AAFOLC_08315	EC=3.1.3.15
AAFOLC_08320	EC=2.5.1.39
AAFOLC_08330	EC=2.2.1.6
AAFOLC_08335	EC=2.2.1.6
AAFOLC_08340	EC=1.1.1.86
AAFOLC_08380	EC=3.6.3.17
AAFOLC_08390	EC=2.4.1.129;EC=2.7.13.3
AAFOLC_08425	EC=6.3.4.14;EC=6.4.1.2
AAFOLC_08430	EC=6.4.1.2
AAFOLC_08435	EC=4.2.1.10
AAFOLC_08440	EC=3.5.1.54
AAFOLC_08450	EC=3.5.1.10
AAFOLC_08460	EC=1.5.3.1
AAFOLC_08465	EC=1.5.3.1
AAFOLC_08470	EC=1.5.3.1
AAFOLC_08480	EC=1.9.3.1;EC=3.6.3.14
AAFOLC_08495	EC=6.3.1.2
AAFOLC_08500	EC=1.4.1.13
AAFOLC_08510	EC=2.6.1.16
AAFOLC_08555	EC=2.7.1.69
AAFOLC_08570	EC=1.13.11.20
AAFOLC_08575	EC=2.8.3.16;EC=2.8.3.19
AAFOLC_08580	EC=4.2.1.17
AAFOLC_08585	EC=2.7.1.180
AAFOLC_08595	EC=4.1.1.44
AAFOLC_08615	EC=2.7.13.3
AAFOLC_08620	EC=2.7.13.3
AAFOLC_08630	EC=3.5.1.5
AAFOLC_08635	EC=2.2.1.6
AAFOLC_08645	EC=3.6.3.25;EC=3.6.3.36
AAFOLC_08655	EC=3.5.2.3;EC=3.5.2.5
AAFOLC_08680	EC=2.5.1.16
AAFOLC_08685	EC=3.4.16.4
AAFOLC_08715	EC=4.3.2.3
AAFOLC_08735	EC=2.3.2.2
AAFOLC_08740	EC=3.1.6.6
AAFOLC_08760	EC=1.2.1.3;EC=1.2.1.8
AAFOLC_08780	EC=1.13.11.63
AAFOLC_08785	EC=3.6.3.25
AAFOLC_08790	EC=3.6.3.28
AAFOLC_08830	EC=4.3.2.3
AAFOLC_08880	EC=6.3.5.2
AAFOLC_08890	EC=2.1.1.176
AAFOLC_08930	EC=1.11.1.26
AAFOLC_08935	EC=6.1.1.6
AAFOLC_08975	EC=4.2.1.17
AAFOLC_08985	EC=2.7.1.69
AAFOLC_08995	EC=3.6.-.-
AAFOLC_09005	EC=2.7.6.3
AAFOLC_09010	EC=2.5.1.15
AAFOLC_09020	EC=3.6.5.n1
AAFOLC_09035	EC=5.6.1.7
AAFOLC_09060	EC=1.3.99.16
AAFOLC_09065	EC=1.2.99.3;EC=1.3.99.16
AAFOLC_09075	EC=2.3.3.16
AAFOLC_09080	EC=3.5.1.98
AAFOLC_09085	EC=2.7.7.87
AAFOLC_09105	EC=3.6.3.25
AAFOLC_09145	EC=2.7.13.3
AAFOLC_09155	EC=2.8.3.16
AAFOLC_09160	EC=1.10.3.10;EC=2.7.1.69
AAFOLC_09170	EC=5.3.1.9
AAFOLC_09175	EC=3.1.1.31
AAFOLC_09180	EC=1.1.1.49
AAFOLC_09195	EC=6.3.4.18
AAFOLC_09200	EC=5.4.99.18
AAFOLC_09205	EC=2.7.7.7
AAFOLC_09210	EC=1.3.1.76;EC=2.1.1.107
AAFOLC_09215	EC=3.1.2.6
AAFOLC_09220	EC=1.1.1.100;EC=1.1.1.184;EC=1.1.1.311;EC=1.3.1.28
AAFOLC_09225	EC=2.4.2.14
AAFOLC_09235	EC=3.6.4.-
AAFOLC_09245	EC=1.1.1.298;EC=1.1.1.381
AAFOLC_09250	EC=2.7.8.5
AAFOLC_09255	EC=1.6.5.11
AAFOLC_09260	EC=3.4.21.53
AAFOLC_09265	EC=2.7.4.1
AAFOLC_09270	EC=3.6.1.11
AAFOLC_09275	EC=1.1.1.40
AAFOLC_09290	EC=6.1.1.23
AAFOLC_09295	EC=3.1.4.52
AAFOLC_09300	EC=3.1.13.5
AAFOLC_09310	EC=3.1.1.81
AAFOLC_09315	EC=3.2.1.14
AAFOLC_09340	EC=3.1.22.4
AAFOLC_09350	EC=3.6.4.12
AAFOLC_09355	EC=1.11.1.24
AAFOLC_09365	EC=3.6.4.12
AAFOLC_09375	EC=5.1.1.1
AAFOLC_09380	EC=3.6.4.12
AAFOLC_09385	EC=4.3.3.7
AAFOLC_09390	EC=1.1.1.100
AAFOLC_09400	EC=3.1.22.4
AAFOLC_09415	EC=2.1.3.15
AAFOLC_09460	EC=2.2.1.1
AAFOLC_09465	EC=1.2.1.12
AAFOLC_09470	EC=2.7.2.3
AAFOLC_09475	EC=4.1.2.13
AAFOLC_09480	EC=2.5.1.3
AAFOLC_09485	EC=3.5.2.6
AAFOLC_09490	EC=3.1.3.25
AAFOLC_09500	EC=2.7.1.23
AAFOLC_09510	EC=3.4.21.89
AAFOLC_09530	EC=1.1.1.100
AAFOLC_09535	EC=1.4.3.5
AAFOLC_09545	EC=5.2.1.8
AAFOLC_09555	EC=1.1.1.18
AAFOLC_09560	EC=2.7.4.9
AAFOLC_09565	EC=4.2.1.119
AAFOLC_09595	EC=6.1.1.17
AAFOLC_09600	EC=3.2.2.21
AAFOLC_09605	EC=3.1.1.1
AAFOLC_09615	EC=3.4.23.43
AAFOLC_09635	EC=4.2.1.3
AAFOLC_09640	EC=7.6.2.5
AAFOLC_09665	EC=2.7.7.80
AAFOLC_09670	EC=1.1.1.26
AAFOLC_09685	EC=1.1.1.1
AAFOLC_09690	EC=1.1.1.100
AAFOLC_09695	EC=2.3.1.179;EC=2.3.1.41
AAFOLC_09700	EC=2.3.1.41
AAFOLC_09705	EC=4.2.1.59
AAFOLC_09710	EC=6.1.1.13
AAFOLC_09715	EC=1.3.8.4
AAFOLC_09725	EC=3.1.26.4
AAFOLC_09745	EC=7.3.2.5
AAFOLC_09765	EC=3.6.4.13
AAFOLC_09800	EC=3.1.3.18
AAFOLC_09810	EC=5.3.1.6
AAFOLC_09825	EC=1.8.1.7
AAFOLC_09835	EC=2.5.1.54
AAFOLC_09865	EC=3.6.1.9
AAFOLC_09875	EC=1.11.1.10
AAFOLC_09880	EC=1.2.1.5
AAFOLC_09885	EC=2.1.1.67
AAFOLC_09890	EC=2.6.1.113
AAFOLC_09895	EC=2.5.1.18
AAFOLC_09905	EC=2.1.1.266
AAFOLC_09920	EC=1.8.5.-
AAFOLC_09940	EC=2.6.1.1
AAFOLC_09945	EC=2.5.1.18
AAFOLC_09960	EC=1.6.5.11
AAFOLC_10025	EC=3.6.3.25;EC=3.6.3.36
AAFOLC_10040	EC=6.3.5.5
AAFOLC_10055	EC=1.8.1.9
AAFOLC_10075	EC=3.2.1.4;EC=3.2.1.8
AAFOLC_10080	EC=3.4.13.22
AAFOLC_10100	EC=1.1.1.1
AAFOLC_10110	EC=2.7.7.65
AAFOLC_10120	EC=3.6.3.36
AAFOLC_10145	EC=1.8.99.2
AAFOLC_10150	EC=1.8.99.2
AAFOLC_10165	EC=1.18.1.2
AAFOLC_10170	EC=1.7.2.2
AAFOLC_10180	EC=3.6.3.8
AAFOLC_10185	EC=2.3.1.19
AAFOLC_10190	EC=2.7.2.1
AAFOLC_10200	EC=3.1.4.17
AAFOLC_10210	EC=1.11.1.18
AAFOLC_10215	EC=6.3.5.1
AAFOLC_10230	EC=1.1.99.1
AAFOLC_10245	EC=1.2.1.27
AAFOLC_10250	EC=6.3.5.2
AAFOLC_10255	EC=1.2.1.79
AAFOLC_10260	EC=1.14.13.22;EC=1.14.13.84
AAFOLC_10300	EC=1.1.1.1
AAFOLC_10305	EC=1.4.99.6
AAFOLC_10310	EC=5.1.1.1
AAFOLC_10325	EC=2.6.1.18
AAFOLC_10330	EC=1.6.5.11
AAFOLC_10335	EC=5.2.1.8
AAFOLC_10350	EC=1.7.2.1
AAFOLC_10370	EC=2.7.13.3
AAFOLC_10375	EC=3.1.1.61
AAFOLC_10400	EC=3.5.99.10
AAFOLC_10410	EC=1.14.12.7
AAFOLC_10455	EC=3.6.1.3;EC=3.6.3.17
AAFOLC_10490	EC=3.6.3.20
AAFOLC_10505	EC=2.3.1.16;EC=2.3.1.9
AAFOLC_10510	EC=6.2.1.3
AAFOLC_10515	EC=1.1.1.35
AAFOLC_10520	EC=1.1.1.100;EC=1.1.1.69
AAFOLC_10540	EC=3.5.99.7
AAFOLC_10550	EC=3.4.17.11
AAFOLC_10565	EC=3.6.3.24
AAFOLC_10575	EC=3.6.3.24
AAFOLC_10580	EC=3.1.3.26
AAFOLC_10620	EC=3.4.17.13
AAFOLC_10650	EC=3.6.3.25;EC=3.6.3.27;EC=3.6.3.28;EC=3.6.3.30
AAFOLC_10655	EC=3.6.3.17;EC=3.6.3.25;EC=3.6.3.28
AAFOLC_10660	EC=2.3.1.174
AAFOLC_10665	EC=1.1.1.157
AAFOLC_10670	EC=1.3.1.103;EC=1.6.5.5
AAFOLC_10685	EC=1.1.1.157
AAFOLC_10695	EC=1.1.1.100
AAFOLC_10700	EC=4.2.1.17
AAFOLC_10705	EC=6.2.1.3;EC=6.2.1.41
AAFOLC_10710	EC=4.1.3.36
AAFOLC_10715	EC=2.8.3.16
AAFOLC_10720	EC=1.14.13.48
AAFOLC_10735	EC=3.6.3.8
AAFOLC_10750	EC=2.6.1.62
AAFOLC_10755	EC=6.3.3.3
AAFOLC_10760	EC=2.3.1.47
AAFOLC_10765	EC=2.8.1.6
AAFOLC_10775	EC=3.6.3.25
AAFOLC_10790	EC=3.11.1.1
AAFOLC_10795	EC=2.6.1.13;EC=4.1.1.64
AAFOLC_10800	EC=2.4.2.17;EC=2.5.1.18
AAFOLC_10815	EC=1.14.13.1
AAFOLC_10835	EC=3.1.1.2
AAFOLC_10840	EC=2.3.1.30
AAFOLC_10850	EC=3.1.1.24
AAFOLC_10870	EC=3.5.1.90
AAFOLC_10875	EC=1.17.1.9
AAFOLC_10880	EC=1.2.1.2;EC=1.6.5.11
AAFOLC_10885	EC=1.2.1.2
AAFOLC_10895	EC=7.2.4.2
AAFOLC_10915	EC=3.1.3.7
AAFOLC_10945	EC=2.7.7.65
AAFOLC_10950	EC=3.5.3.11
AAFOLC_10970	EC=2.3.2.6
AAFOLC_10975	EC=2.6.1.1
AAFOLC_11015	EC=4.1.2.14
AAFOLC_11025	EC=1.1.1.47
AAFOLC_11030	EC=3.5.1.4
AAFOLC_11035	EC=3.5.4.1
AAFOLC_11065	EC=1.14.12.17
AAFOLC_11070	EC=2.5.1.18
AAFOLC_11075	EC=4.2.1.1
AAFOLC_11090	EC=3.6.3.25;EC=3.6.3.30
AAFOLC_11095	EC=3.6.3.17;EC=3.6.3.25
AAFOLC_11120	EC=3.6.1.15;EC=3.6.1.3;EC=3.6.3.17;EC=3.6.3.25
AAFOLC_11125	EC=3.6.3.25
AAFOLC_11145	EC=1.17.1.4
AAFOLC_11155	EC=1.2.99.2
AAFOLC_11160	EC=3.1.1.1
AAFOLC_11190	EC=2.1.1.176
AAFOLC_11195	EC=1.8.4.8;EC=2.8.4.4
AAFOLC_11215	EC=3.1.3.26
AAFOLC_11220	EC=3.4.23.36
AAFOLC_11225	EC=3.6.3.36
AAFOLC_11235	EC=1.7.1.4
AAFOLC_11240	EC=1.7.1.4
AAFOLC_11245	EC=1.7.99.4
AAFOLC_11250	EC=3.6.3.25;EC=3.6.3.36
AAFOLC_11295	EC=1.13.11.3;EC=1.4.3.5
AAFOLC_11305	EC=1.1.1.35;EC=1.4.1.21;EC=1.5.3.1
AAFOLC_11310	EC=2.7.1.69
AAFOLC_11330	EC=2.4.99.21
AAFOLC_11340	EC=3.6.1.15
AAFOLC_11345	EC=1.3.1.34
AAFOLC_11350	EC=1.6.99.3
AAFOLC_11355	EC=3.8.1.2
AAFOLC_11360	EC=2.4.1.115
AAFOLC_11400	EC=2.7.1.69
AAFOLC_11405	EC=4.2.1.6;EC=5.5.1.1
AAFOLC_11410	EC=4.3.2.3
AAFOLC_11415	EC=1.1.1.215
AAFOLC_11420	EC=4.2.1.6
AAFOLC_11440	EC=3.6.4.12
AAFOLC_11445	EC=2.1.1.72
AAFOLC_11450	EC=6.5.1.3
AAFOLC_11510	EC=1.12.1.2
AAFOLC_11520	EC=2.4.1.129
AAFOLC_11525	EC=2.5.1.10
AAFOLC_11530	EC=1.1.1.100
AAFOLC_11535	EC=2.5.1.18
AAFOLC_11545	EC=3.8.1.2
AAFOLC_11555	EC=4.1.99.22
AAFOLC_11570	EC=1.8.4.8
AAFOLC_11580	EC=1.8.1.2;EC=1.8.7.1
AAFOLC_11595	EC=1.6.5.5
AAFOLC_11600	EC=4.2.1.17
AAFOLC_11605	EC=3.6.3.12
AAFOLC_11620	EC=2.7.1.69
AAFOLC_11625	EC=1.6.5.11
AAFOLC_11635	EC=6.2.1.3
AAFOLC_11640	EC=4.1.1.9
AAFOLC_11665	EC=1.1.1.100
AAFOLC_11670	EC=1.1.1.100;EC=1.1.1.47
AAFOLC_11680	EC=2.7.1.69
AAFOLC_11690	EC=2.5.1.18
AAFOLC_11705	EC=4.4.1.5
AAFOLC_11710	EC=1.1.1.100
AAFOLC_11715	EC=1.1.1.100
AAFOLC_11740	EC=3.5.5.8
AAFOLC_11795	EC=3.6.4.12
AAFOLC_11800	EC=3.6.3.41;EC=3.6.4.12
AAFOLC_11805	EC=3.6.4.12
AAFOLC_11865	EC=1.1.1.1;EC=1.1.1.14
AAFOLC_11930	EC=2.7.13.3
AAFOLC_11970	EC=3.2.1.17
AAFOLC_12000	EC=6.3.2.2
AAFOLC_12020	EC=2.7.13.3
AAFOLC_12045	EC=4.2.1.51
AAFOLC_12095	EC=2.3.3.9
AAFOLC_12140	EC=2.7.7.7
AAFOLC_12150	EC=4.2.1.2
AAFOLC_12175	EC=3.5.2.14
AAFOLC_12185	EC=3.5.2.14;EC=6.4.1.6
AAFOLC_12200	EC=3.1.1.32
AAFOLC_12210	EC=2.3.1.16;EC=2.3.1.9
AAFOLC_12245	EC=2.2.1.6;EC=2.5.1.16
AAFOLC_12265	EC=3.5.1.18
AAFOLC_12275	EC=3.6.3.25
AAFOLC_12295	EC=1.4.99.6
AAFOLC_12305	EC=4.4.1.5
AAFOLC_12310	EC=2.3.1.286
AAFOLC_12370	EC=1.9.3.1
AAFOLC_12385	EC=4.2.1.17
AAFOLC_12475	EC=2.1.1.72
AAFOLC_12545	EC=2.8.4.1
AAFOLC_12595	EC=3.6.3.14
AAFOLC_12625	EC=4.1.1.19
AAFOLC_12790	EC=2.7.1.180
AAFOLC_12805	EC=5.4.99.5
AAFOLC_12810	EC=3.1.3.48
AAFOLC_12830	EC=1.1.2.7
AAFOLC_12845	EC=1.1.2.7
AAFOLC_12855	EC=2.7.13.3
AAFOLC_12870	EC=5.2.1.8
AAFOLC_12960	EC=2.4.2.43
AAFOLC_12975	EC=1.6.5.11
AAFOLC_12980	EC=4.4.1.8
AAFOLC_12985	EC=3.2.1.14
AAFOLC_13000	EC=3.6.1.3;EC=3.6.3.28
AAFOLC_13010	EC=5.4.3.2
AAFOLC_13040	EC=2.7.1.69;EC=2.7.7.41
AAFOLC_13045	EC=5.6.2.1
AAFOLC_13060	EC=2.3.1.275
AAFOLC_13065	EC=3.5.2.3
AAFOLC_13070	EC=2.1.3.2
AAFOLC_13085	EC=3.1.-.-
AAFOLC_13095	EC=5.3.1.28
AAFOLC_13100	EC=2.7.7.24
AAFOLC_13105	EC=1.1.1.133
AAFOLC_13110	EC=4.2.1.46
AAFOLC_13115	EC=5.1.3.13
AAFOLC_13120	EC=2.8.1.2
AAFOLC_13125	EC=2.5.1.47
AAFOLC_13130	EC=4.1.99.3
AAFOLC_13160	EC=7.1.1.9
AAFOLC_13165	EC=7.1.1.9
AAFOLC_13170	EC=2.5.1.141
AAFOLC_13180	EC=3.2.1.55;EC=7.1.1.9
AAFOLC_13185	EC=7.1.1.9
AAFOLC_13195	EC=2.3.2.27
AAFOLC_13200	EC=1.4.99.6
AAFOLC_13215	EC=1.8.1.8
AAFOLC_13240	EC=3.6.3.25
AAFOLC_13250	EC=3.6.3.17
AAFOLC_13260	EC=2.7.1.69;EC=3.6.3.17
AAFOLC_13265	EC=1.2.99.2
AAFOLC_13270	EC=1.17.1.4;EC=1.2.99.2
AAFOLC_13275	EC=1.2.7.4;EC=1.2.99.2
AAFOLC_13290	EC=1.11.1.5
AAFOLC_13295	EC=3.4.21.53
AAFOLC_13300	EC=3.1.3.3
AAFOLC_13310	EC=6.3.2.1
AAFOLC_13325	EC=3.4.16.4
AAFOLC_13340	EC=3.4.21.92
AAFOLC_13345	EC=4.1.2.52
AAFOLC_13365	EC=2.7.13.3
AAFOLC_13370	EC=3.6.3.25;EC=3.6.3.36
AAFOLC_13380	EC=2.1.1.77
AAFOLC_13395	EC=6.1.1.9
AAFOLC_13400	EC=3.5.2.6
AAFOLC_13420	EC=3.6.3.33;EC=3.6.3.36
AAFOLC_13445	EC=3.6.4.12
AAFOLC_13450	EC=2.7.13.3;EC=3.1.4.52
AAFOLC_13455	EC=1.3.8.4
AAFOLC_13475	EC=2.5.1.18
AAFOLC_13480	EC=2.7.13.3
AAFOLC_13490	EC=3.6.1.13
AAFOLC_13495	EC=2.7.1.49;EC=2.7.4.7
AAFOLC_13505	EC=2.5.1.16
AAFOLC_13515	EC=3.6.3.14
AAFOLC_13530	EC=2.5.1.18
AAFOLC_13535	EC=4.3.1.7
AAFOLC_13540	EC=4.3.1.7
AAFOLC_13550	EC=1.5.3.1
AAFOLC_13565	EC=2.7.7.7
AAFOLC_13570	EC=2.7.7.7
AAFOLC_13575	EC=3.1.4.52
AAFOLC_13580	EC=2.7.13.3
AAFOLC_13585	EC=3.1.1.61;EC=3.5.1.44
AAFOLC_13590	EC=2.7.13.3
AAFOLC_13595	EC=2.7.13.3
AAFOLC_13615	EC=6.2.1.3
AAFOLC_13620	EC=4.2.1.17
AAFOLC_13625	EC=1.1.1.108
AAFOLC_13635	EC=1.1.1.100
AAFOLC_13640	EC=4.2.1.17
AAFOLC_13675	EC=3.6.1.3;EC=3.6.3.17;EC=3.6.3.25
AAFOLC_13680	EC=1.1.1.35
AAFOLC_13685	EC=2.3.1.247
AAFOLC_13710	EC=4.1.99.17
AAFOLC_13715	EC=2.1.1.45
AAFOLC_13735	EC=4.2.1.9
AAFOLC_13750	EC=2.5.1.75
AAFOLC_13755	EC=3.1.3.3
AAFOLC_13760	EC=3.4.21.107
AAFOLC_13765	EC=1.6.5.11
AAFOLC_13790	EC=4.2.1.2
AAFOLC_13805	EC=2.7.13.3
AAFOLC_13815	EC=1.1.1.37
AAFOLC_13830	EC=3.6.5.3
AAFOLC_13835	EC=3.6.5.3
AAFOLC_13850	EC=3.1.26.5
AAFOLC_13880	EC=3.1.22.4
AAFOLC_13910	EC=3.1.26.5
AAFOLC_13950	EC=2.7.4.3
AAFOLC_13965	EC=2.7.7.6
AAFOLC_13970	EC=3.1.22.4
AAFOLC_13975	EC=3.4.21.107
AAFOLC_13980	EC=2.7.7.7
AAFOLC_13990	EC=3.6.3.14
AAFOLC_13995	EC=4.2.1.70;EC=5.4.99.23
AAFOLC_14005	EC=1.6.5.11
AAFOLC_14020	EC=3.1.3.18;EC=3.6.1.1
AAFOLC_14040	EC=3.6.4.13
AAFOLC_14050	EC=5.6.2.2
AAFOLC_14060	EC=5.1.3.13
AAFOLC_14065	EC=1.2.1.38
AAFOLC_14085	EC=1.1.1.205;EC=3.1.3.11
AAFOLC_14090	EC=1.1.1.3
AAFOLC_14095	EC=2.6.1.83
AAFOLC_14110	EC=2.7.7.7
AAFOLC_14120	EC=2.7.13.3;EC=3.1.1.61
AAFOLC_14150	EC=3.1.13.1
AAFOLC_14155	EC=3.1.4.52
AAFOLC_14160	EC=5.6.1.7
AAFOLC_14180	EC=2.4.99.17
AAFOLC_14185	EC=2.4.2.29
AAFOLC_14190	EC=6.3.5.6
AAFOLC_14195	EC=6.3.5.7
AAFOLC_14200	EC=5.4.99.5
AAFOLC_14210	EC=6.3.5.-
AAFOLC_14230	EC=3.1.5.1
AAFOLC_14235	EC=6.1.1.19
AAFOLC_14260	EC=1.3.1.91
AAFOLC_14265	EC=5.99.1.3
AAFOLC_14290	EC=1.1.1.100;EC=3.5.1.89
AAFOLC_14305	EC=7.2.2.-
AAFOLC_14310	EC=3.6.3.17;EC=3.6.3.24
AAFOLC_14355	EC=3.1.11.6
AAFOLC_14360	EC=2.7.8.26
AAFOLC_14370	EC=2.7.13.3
AAFOLC_14395	EC=2.1.1.74
AAFOLC_14425	EC=5.6.2.2
AAFOLC_14435	EC=3.1.22.4
AAFOLC_14445	EC=6.3.2.6
AAFOLC_14450	EC=6.3.5.3
AAFOLC_14460	EC=3.5.1.2;EC=6.3.5.3
AAFOLC_14465	EC=6.3.5.3
AAFOLC_14475	EC=3.1.-.-
AAFOLC_14485	EC=4.3.2.2
AAFOLC_14490	EC=4.2.3.1
AAFOLC_14495	EC=3.4.24.64
AAFOLC_14520	EC=1.16.3.1
AAFOLC_14535	EC=3.6.3.14
AAFOLC_14555	EC=3.5.1.16
AAFOLC_14565	EC=2.7.1.156;EC=2.7.7.62
AAFOLC_14570	EC=2.5.1.17
AAFOLC_14575	EC=6.3.3.3
AAFOLC_14580	EC=6.3.1.10
AAFOLC_14585	EC=3.1.3.16
AAFOLC_14605	EC=2.7.13.3
AAFOLC_14615	EC=3.1.3.3;EC=5.4.2.11
AAFOLC_14645	EC=2.7.13.3
AAFOLC_14655	EC=7.1.1.-
AAFOLC_14660	EC=1.6.5.11
AAFOLC_14665	EC=1.6.5.11
AAFOLC_14670	EC=1.6.5.11
AAFOLC_14675	EC=1.6.5.11
AAFOLC_14680	EC=7.1.1.-
AAFOLC_14690	EC=1.6.5.11
AAFOLC_14695	EC=1.6.5.11
AAFOLC_14700	EC=1.6.5.11
AAFOLC_14705	EC=7.1.1.-
AAFOLC_14710	EC=1.6.5.11
AAFOLC_14715	EC=7.1.1.-
AAFOLC_14720	EC=1.6.5.11
AAFOLC_14725	EC=1.6.5.11
AAFOLC_14730	EC=6.3.4.15
AAFOLC_14735	EC=3.1.-.-
AAFOLC_14740	EC=5.1.99.1
AAFOLC_14750	EC=6.1.1.15
AAFOLC_14760	EC=3.6.3.25
AAFOLC_14765	EC=4.2.1.17
AAFOLC_14775	EC=1.6.5.2
AAFOLC_14800	EC=2.4.2.43
AAFOLC_14845	EC=1.14.13.107
AAFOLC_14860	EC=3.1.6.1
AAFOLC_14890	EC=3.5.1.14;EC=3.5.1.32
AAFOLC_14895	EC=3.6.1.9
AAFOLC_14905	EC=3.1.4.55
AAFOLC_14925	EC=4.2.2.-
AAFOLC_14930	EC=5.2.1.8
AAFOLC_14935	EC=2.7.7.6
AAFOLC_14940	EC=2.3.1.180
AAFOLC_14945	EC=2.3.1.274
AAFOLC_14965	EC=5.3.1.1
AAFOLC_14970	EC=5.2.1.8
AAFOLC_14975	EC=4.1.3.27
AAFOLC_14980	EC=4.1.3.27
AAFOLC_14985	EC=2.4.2.18
AAFOLC_14990	EC=4.1.1.48
AAFOLC_15000	EC=4.6.1.17
AAFOLC_15005	EC=2.10.1.1
AAFOLC_15010	EC=3.4.21.88
AAFOLC_15020	EC=6.1.1.17
AAFOLC_15040	EC=2.6.1.21
AAFOLC_15055	EC=3.1.1.61;EC=3.5.1.44
AAFOLC_15060	EC=2.7.13.3
AAFOLC_15065	EC=1.14.13.48;EC=3.6.1.15
AAFOLC_15070	EC=2.7.13.3
AAFOLC_15075	EC=1.3.1.89;EC=1.3.1.91
AAFOLC_15080	EC=2.7.7.60;EC=4.6.1.12
AAFOLC_15085	EC=3.5.1.42
AAFOLC_15090	EC=2.8.1.1
AAFOLC_15100	EC=2.8.1.8
AAFOLC_15115	EC=1.8.1.4
AAFOLC_15130	EC=2.3.1.12
AAFOLC_15135	EC=1.2.4.1
AAFOLC_15140	EC=3.6.3.12
AAFOLC_15145	EC=1.2.4.1
AAFOLC_15150	EC=2.7.13.3
AAFOLC_15155	EC=1.6.5.2
AAFOLC_15165	EC=5.6.2.2
